a,subtype,type
4024552,HF,Comorbidities
316139,HF,Comorbidities
319835,HF,Comorbidities
443580,HF,Comorbidities
444031,HF,Comorbidities
443587,HF,Comorbidities
442310,HF,Comorbidities
444101,HF,Comorbidities
4273632,HF,Comorbidities
4199500,HF,Comorbidities
4124705,HF,Comorbidities
4233224,HF,Comorbidities
43530961,HF,Comorbidities
4341778,HF,Comorbidities
4172864,HF,Comorbidities
45766164,HF,Comorbidities
4111554,HF,Comorbidities
619797,HF,Comorbidities
4103448,HF,Comorbidities
4071869,HF,Comorbidities
4004279,HF,Comorbidities
439846,HF,Comorbidities
40482857,HF,Comorbidities
40486933,HF,Comorbidities
4259490,HF,Comorbidities
43021735,HF,Comorbidities
4205558,HF,Comorbidities
4215689,HF,Comorbidities
43020657,HF,Comorbidities
4108244,HF,Comorbidities
37311948,HF,Comorbidities
4030518,CKD,Comorbidities
4134595,CKD,Comorbidities
46271022,CKD,Comorbidities
198185,CKD,Comorbidities
45768812,CKD,Comorbidities
443597,CKD,Comorbidities
443612,CKD,Comorbidities
443611,CKD,Comorbidities
443601,CKD,Comorbidities
443614,CKD,Comorbidities
44782429,CKD,Comorbidities
37017104,CKD,Comorbidities
764011,CKD,Comorbidities
606381,CKD,Comorbidities
36716184,CKD,Comorbidities
36717349,CKD,Comorbidities
36716455,CKD,Comorbidities
45773688,CKD,Comorbidities
4102647,CKD,Comorbidities
36715491,CKD,Comorbidities
36717534,CKD,Comorbidities
606951,CKD,Comorbidities
606984,CKD,Comorbidities
606986,CKD,Comorbidities
606976,CKD,Comorbidities
606978,CKD,Comorbidities
43531578,CKD,Comorbidities
36716947,CKD,Comorbidities
201820,T2DM,Comorbidities
201826,T2DM,Comorbidities
443732,T2DM,Comorbidities
376065,T2DM,Comorbidities
443731,T2DM,Comorbidities
443729,T2DM,Comorbidities
36717156,T2DM,Comorbidities
443734,T2DM,Comorbidities
201530,T2DM,Comorbidities
443733,T2DM,Comorbidities
45769906,T2DM,Comorbidities
4226121,T2DM,Comorbidities
45770928,T2DM,Comorbidities
45769905,T2DM,Comorbidities
45769890,T2DM,Comorbidities
45769888,T2DM,Comorbidities
45769894,T2DM,Comorbidities
45757075,T2DM,Comorbidities
45769875,T2DM,Comorbidities
45769872,T2DM,Comorbidities
4230254,T2DM,Comorbidities
36684827,T2DM,Comorbidities
45770883,T2DM,Comorbidities
45770880,T2DM,Comorbidities
45770881,T2DM,Comorbidities
45772019,T2DM,Comorbidities
35626070,T2DM,Comorbidities
604741,T2DM,Comorbidities
37018728,T2DM,Comorbidities
4221487,T2DM,Comorbidities
4221495,T2DM,Comorbidities
608884,T2DM,Comorbidities
4099651,T2DM,Comorbidities
45757499,T2DM,Comorbidities
37309630,T2DM,Comorbidities
4177050,T2DM,Comorbidities
4099216,T2DM,Comorbidities
45757450,T2DM,Comorbidities
45757449,T2DM,Comorbidities
36714116,T2DM,Comorbidities
4223739,T2DM,Comorbidities
45757446,T2DM,Comorbidities
45757447,T2DM,Comorbidities
45757444,T2DM,Comorbidities
45757445,T2DM,Comorbidities
46274058,T2DM,Comorbidities
4129519,T2DM,Comorbidities
45769835,T2DM,Comorbidities
3194082,T2DM,Comorbidities
45769836,T2DM,Comorbidities
761053,T2DM,Comorbidities
36712686,T2DM,Comorbidities
45769828,T2DM,Comorbidities
36712687,T2DM,Comorbidities
602345,T2DM,Comorbidities
45770832,T2DM,Comorbidities
761063,T2DM,Comorbidities
36712670,T2DM,Comorbidities
37312203,T2DM,Comorbidities
37312202,T2DM,Comorbidities
37016768,T2DM,Comorbidities
45770830,T2DM,Comorbidities
37312205,T2DM,Comorbidities
37312204,T2DM,Comorbidities
45770831,T2DM,Comorbidities
45757363,T2DM,Comorbidities
37018912,T2DM,Comorbidities
37016354,T2DM,Comorbidities
43531651,T2DM,Comorbidities
4228443,T2DM,Comorbidities
43531653,T2DM,Comorbidities
45766052,T2DM,Comorbidities
43530685,T2DM,Comorbidities
766253,T2DM,Comorbidities
37016349,T2DM,Comorbidities
43530656,T2DM,Comorbidities
45757435,T2DM,Comorbidities
609096,T2DM,Comorbidities
609099,T2DM,Comorbidities
45763582,T2DM,Comorbidities
609101,T2DM,Comorbidities
609103,T2DM,Comorbidities
4130162,T2DM,Comorbidities
609095,T2DM,Comorbidities
609112,T2DM,Comorbidities
609114,T2DM,Comorbidities
609117,T2DM,Comorbidities
609116,T2DM,Comorbidities
609119,T2DM,Comorbidities
609105,T2DM,Comorbidities
609104,T2DM,Comorbidities
43530689,T2DM,Comorbidities
43530690,T2DM,Comorbidities
609106,T2DM,Comorbidities
609109,T2DM,Comorbidities
45757392,T2DM,Comorbidities
37017432,T2DM,Comorbidities
4196141,T2DM,Comorbidities
4063043,T2DM,Comorbidities
45771064,T2DM,Comorbidities
3193274,T2DM,Comorbidities
4140466,T2DM,Comorbidities
4222415,T2DM,Comorbidities
4193704,T2DM,Comorbidities
4321756,T2DM,Comorbidities
43531577,T2DM,Comorbidities
43531578,T2DM,Comorbidities
45772060,T2DM,Comorbidities
4223463,T2DM,Comorbidities
45773064,T2DM,Comorbidities
43531562,T2DM,Comorbidities
43531563,T2DM,Comorbidities
765375,T2DM,Comorbidities
43531564,T2DM,Comorbidities
43531566,T2DM,Comorbidities
4304377,T2DM,Comorbidities
43531559,T2DM,Comorbidities
43531608,T2DM,Comorbidities
4142579,T2DM,Comorbidities
43531597,T2DM,Comorbidities
45757280,T2DM,Comorbidities
4222876,T2DM,Comorbidities
43531588,T2DM,Comorbidities
45757278,T2DM,Comorbidities
45757277,T2DM,Comorbidities
4215719,T2DM,Comorbidities
4200875,T2DM,Comorbidities
43531616,T2DM,Comorbidities
45771072,T2DM,Comorbidities
4197065,Sleep_Apnea,Comorbidities
313459,Sleep_Apnea,Comorbidities
4009650,Sleep_Apnea,Comorbidities
442588,Sleep_Apnea,Comorbidities
36674471,Sleep_Apnea,Comorbidities
42872388,Sleep_Apnea,Comorbidities
42872389,Sleep_Apnea,Comorbidities
4043564,Sleep_Apnea,Comorbidities
602595,Sleep_Apnea,Comorbidities
35623409,Sleep_Apnea,Comorbidities
46269690,Sleep_Apnea,Comorbidities
434000,Aldosteronism,Comorbidities
710062,antidepressants,concurrent_meds
755695,antidepressants,concurrent_meds
739138,antidepressants,concurrent_meds
738156,antidepressants,concurrent_meds
797617,antidepressants,concurrent_meds
750982,antidepressants,concurrent_meds
703547,antidepressants,concurrent_meds
40008931,antidepressants,concurrent_meds
743670,antidepressants,concurrent_meds
721724,antidepressants,concurrent_meds
778268,antidepressants,concurrent_meds
40032299,antidepressants,concurrent_meds
40081943,antidepressants,concurrent_meds
40029129,antidepressants,concurrent_meds
725131,antidepressants,concurrent_meds
40042619,antidepressants,concurrent_meds
40090684,antidepressants,concurrent_meds
40162657,antidepressants,concurrent_meds
40162700,antidepressants,concurrent_meds
722031,antidepressants,concurrent_meds
716968,antidepressants,concurrent_meds
40066975,antidepressants,concurrent_meds
40015484,antidepressants,concurrent_meds
714684,antidepressants,concurrent_meds
755763,antidepressants,concurrent_meds
715259,antidepressants,concurrent_meds
19077463,antidepressants,concurrent_meds
40049040,antidepressants,concurrent_meds
40162672,antidepressants,concurrent_meds
19083100,antidepressants,concurrent_meds
739207,antidepressants,concurrent_meds
40100732,antidepressants,concurrent_meds
40162724,antidepressants,concurrent_meds
797636,antidepressants,concurrent_meds
40163471,antidepressants,concurrent_meds
40163473,antidepressants,concurrent_meds
19023636,antidepressants,concurrent_meds
40065515,antidepressants,concurrent_meds
797637,antidepressants,concurrent_meds
19075394,antidepressants,concurrent_meds
40162729,antidepressants,concurrent_meds
751412,antidepressants,concurrent_meds
40026387,antidepressants,concurrent_meds
40222064,antidepressants,concurrent_meds
40162717,antidepressants,concurrent_meds
40100730,antidepressants,concurrent_meds
755762,antidepressants,concurrent_meds
739211,antidepressants,concurrent_meds
739209,antidepressants,concurrent_meds
40071301,antidepressants,concurrent_meds
40015488,antidepressants,concurrent_meds
40222065,antidepressants,concurrent_meds
40058226,antidepressants,concurrent_meds
40163460,antidepressants,concurrent_meds
40163458,antidepressants,concurrent_meds
715939,antidepressants,concurrent_meds
40222056,antidepressants,concurrent_meds
40124291,antidepressants,concurrent_meds
19077462,antidepressants,concurrent_meds
19079497,antidepressants,concurrent_meds
739282,antidepressants,concurrent_meds
40162682,antidepressants,concurrent_meds
40162683,antidepressants,concurrent_meds
19083160,antidepressants,concurrent_meds
40224897,antidepressants,concurrent_meds
40102862,antidepressants,concurrent_meds
798834,antidepressants,concurrent_meds
19095236,antidepressants,concurrent_meds
40162736,antidepressants,concurrent_meds
40162737,antidepressants,concurrent_meds
19019412,antidepressants,concurrent_meds
713109,antidepressants,concurrent_meds
721761,antidepressants,concurrent_meds
40224875,antidepressants,concurrent_meds
778299,antidepressants,concurrent_meds
778298,antidepressants,concurrent_meds
725178,antidepressants,concurrent_meds
40222060,antidepressants,concurrent_meds
743755,antidepressants,concurrent_meds
40224903,antidepressants,concurrent_meds
797639,antidepressants,concurrent_meds
797632,antidepressants,concurrent_meds
40221859,antidepressants,concurrent_meds
40224915,antidepressants,concurrent_meds
40037775,antidepressants,concurrent_meds
19019413,antidepressants,concurrent_meds
721760,antidepressants,concurrent_meds
721793,antidepressants,concurrent_meds
19083195,antidepressants,concurrent_meds
40237431,antidepressants,concurrent_meds
40237432,antidepressants,concurrent_meds
40221874,antidepressants,concurrent_meds
40222084,antidepressants,concurrent_meds
40222083,antidepressants,concurrent_meds
40163463,antidepressants,concurrent_meds
40163464,antidepressants,concurrent_meds
778357,antidepressants,concurrent_meds
778356,antidepressants,concurrent_meds
743759,antidepressants,concurrent_meds
715299,antidepressants,concurrent_meds
715300,antidepressants,concurrent_meds
743717,antidepressants,concurrent_meds
743752,antidepressants,concurrent_meds
19103820,antidepressants,concurrent_meds
40224885,antidepressants,concurrent_meds
778296,antidepressants,concurrent_meds
778295,antidepressants,concurrent_meds
794147,antidepressants,concurrent_meds
19019414,antidepressants,concurrent_meds
40041668,antidepressants,concurrent_meds
721794,antidepressants,concurrent_meds
725203,antidepressants,concurrent_meds
19084977,antidepressants,concurrent_meds
755739,antidepressants,concurrent_meds
19083159,antidepressants,concurrent_meds
35604575,antidepressants,concurrent_meds
35604576,antidepressants,concurrent_meds
743753,antidepressants,concurrent_meds
40142355,antidepressants,concurrent_meds
725179,antidepressants,concurrent_meds
19095237,antidepressants,concurrent_meds
40081945,antidepressants,concurrent_meds
40238415,antidepressants,concurrent_meds
40238414,antidepressants,concurrent_meds
40025755,antidepressants,concurrent_meds
40174739,antidepressants,concurrent_meds
40174738,antidepressants,concurrent_meds
40009188,antidepressants,concurrent_meds
715296,antidepressants,concurrent_meds
743719,antidepressants,concurrent_meds
40222092,antidepressants,concurrent_meds
40222091,antidepressants,concurrent_meds
19122148,antidepressants,concurrent_meds
19134632,antidepressants,concurrent_meds
40042624,antidepressants,concurrent_meds
40162694,antidepressants,concurrent_meds
40162695,antidepressants,concurrent_meds
40041669,antidepressants,concurrent_meds
40221876,antidepressants,concurrent_meds
40222086,antidepressants,concurrent_meds
40222088,antidepressants,concurrent_meds
40222068,antidepressants,concurrent_meds
40222072,antidepressants,concurrent_meds
40237439,antidepressants,concurrent_meds
40237441,antidepressants,concurrent_meds
705755,antidepressants,concurrent_meds
743721,antidepressants,concurrent_meds
19103819,antidepressants,concurrent_meds
40124292,antidepressants,concurrent_meds
35604569,antidepressants,concurrent_meds
35604568,antidepressants,concurrent_meds
40224891,antidepressants,concurrent_meds
779461,antidepressants,concurrent_meds
19006186,antidepressants,concurrent_meds
725180,antidepressants,concurrent_meds
743720,antidepressants,concurrent_meds
40065512,antidepressants,concurrent_meds
40221871,antidepressants,concurrent_meds
715940,antidepressants,concurrent_meds
40049038,antidepressants,concurrent_meds
19079985,antidepressants,concurrent_meds
40064009,antidepressants,concurrent_meds
19098080,antidepressants,concurrent_meds
40222057,antidepressants,concurrent_meds
19037642,antidepressants,concurrent_meds
19043841,antidepressants,concurrent_meds
40032301,antidepressants,concurrent_meds
717607,antidepressants,concurrent_meds
19086246,antidepressants,concurrent_meds
743718,antidepressants,concurrent_meds
40118094,antidepressants,concurrent_meds
19033449,antidepressants,concurrent_meds
40029130,antidepressants,concurrent_meds
40162688,antidepressants,concurrent_meds
40163468,antidepressants,concurrent_meds
40163467,antidepressants,concurrent_meds
715965,antidepressants,concurrent_meds
35604586,antidepressants,concurrent_meds
35604585,antidepressants,concurrent_meds
743794,antidepressants,concurrent_meds
19127359,antidepressants,concurrent_meds
19134860,antidepressants,concurrent_meds
19037684,antidepressants,concurrent_meds
19043842,antidepressants,concurrent_meds
19079835,antidepressants,concurrent_meds
35604581,antidepressants,concurrent_meds
35604580,antidepressants,concurrent_meds
743754,antidepressants,concurrent_meds
754270,antidepressants,concurrent_meds
40221873,antidepressants,concurrent_meds
40155925,antidepressants,concurrent_meds
40163069,antidepressants,concurrent_meds
40163070,antidepressants,concurrent_meds
19070748,antidepressants,concurrent_meds
36249641,antidepressants,concurrent_meds
40071302,antidepressants,concurrent_meds
40222063,antidepressants,concurrent_meds
40238423,antidepressants,concurrent_meds
40238422,antidepressants,concurrent_meds
40238419,antidepressants,concurrent_meds
40238418,antidepressants,concurrent_meds
40238429,antidepressants,concurrent_meds
40238428,antidepressants,concurrent_meds
19021629,antidepressants,concurrent_meds
40008934,antidepressants,concurrent_meds
40163062,antidepressants,concurrent_meds
40163063,antidepressants,concurrent_meds
19060284,antidepressants,concurrent_meds
713133,antidepressants,concurrent_meds
713141,antidepressants,concurrent_meds
715301,antidepressants,concurrent_meds
40042614,antidepressants,concurrent_meds
755741,antidepressants,concurrent_meds
755766,antidepressants,concurrent_meds
40087984,antidepressants,concurrent_meds
40221856,antidepressants,concurrent_meds
40100731,antidepressants,concurrent_meds
715968,antidepressants,concurrent_meds
40174735,antidepressants,concurrent_meds
40174734,antidepressants,concurrent_meds
42800991,antidepressants,concurrent_meds
42800992,antidepressants,concurrent_meds
40049039,antidepressants,concurrent_meds
19098166,antidepressants,concurrent_meds
19118743,antidepressants,concurrent_meds
40221862,antidepressants,concurrent_meds
40222059,antidepressants,concurrent_meds
40237421,antidepressants,concurrent_meds
40237422,antidepressants,concurrent_meds
797619,antidepressants,concurrent_meds
40144736,antidepressants,concurrent_meds
40149334,antidepressants,concurrent_meds
40025756,antidepressants,concurrent_meds
19060283,antidepressants,concurrent_meds
713110,antidepressants,concurrent_meds
713138,antidepressants,concurrent_meds
715298,antidepressants,concurrent_meds
715962,antidepressants,concurrent_meds
715967,antidepressants,concurrent_meds
40174725,antidepressants,concurrent_meds
40174722,antidepressants,concurrent_meds
743795,antidepressants,concurrent_meds
743793,antidepressants,concurrent_meds
755700,antidepressants,concurrent_meds
19120296,antidepressants,concurrent_meds
778301,antidepressants,concurrent_meds
778322,antidepressants,concurrent_meds
40100733,antidepressants,concurrent_meds
19134859,antidepressants,concurrent_meds
19134861,antidepressants,concurrent_meds
40238435,antidepressants,concurrent_meds
40238434,antidepressants,concurrent_meds
19033450,antidepressants,concurrent_meds
40149335,antidepressants,concurrent_meds
713132,antidepressants,concurrent_meds
713140,antidepressants,concurrent_meds
715966,antidepressants,concurrent_meds
40169508,antidepressants,concurrent_meds
722156,antidepressants,concurrent_meds
40058227,antidepressants,concurrent_meds
35604571,antidepressants,concurrent_meds
35604578,antidepressants,concurrent_meds
40078078,antidepressants,concurrent_meds
19115249,antidepressants,concurrent_meds
40221863,antidepressants,concurrent_meds
40221864,antidepressants,concurrent_meds
40222073,antidepressants,concurrent_meds
40222075,antidepressants,concurrent_meds
40222074,antidepressants,concurrent_meds
40224905,antidepressants,concurrent_meds
779466,antidepressants,concurrent_meds
19015748,antidepressants,concurrent_meds
40125346,antidepressants,concurrent_meds
19035312,antidepressants,concurrent_meds
40015489,antidepressants,concurrent_meds
703470,antidepressants,concurrent_meds
40158069,antidepressants,concurrent_meds
40163071,antidepressants,concurrent_meds
40163076,antidepressants,concurrent_meds
40163073,antidepressants,concurrent_meds
40163074,antidepressants,concurrent_meds
40165281,antidepressants,concurrent_meds
40165282,antidepressants,concurrent_meds
40037776,antidepressants,concurrent_meds
40042620,antidepressants,concurrent_meds
722159,antidepressants,concurrent_meds
722158,antidepressants,concurrent_meds
42800988,antidepressants,concurrent_meds
42800987,antidepressants,concurrent_meds
40049042,antidepressants,concurrent_meds
19080226,antidepressants,concurrent_meds
733896,antidepressants,concurrent_meds
35604572,antidepressants,concurrent_meds
35604579,antidepressants,concurrent_meds
35604577,antidepressants,concurrent_meds
743760,antidepressants,concurrent_meds
40081941,antidepressants,concurrent_meds
40090686,antidepressants,concurrent_meds
40224899,antidepressants,concurrent_meds
19128280,antidepressants,concurrent_meds
778355,antidepressants,concurrent_meds
779464,antidepressants,concurrent_meds
19134044,antidepressants,concurrent_meds
40237445,antidepressants,concurrent_meds
40237444,antidepressants,concurrent_meds
40238417,antidepressants,concurrent_meds
40238416,antidepressants,concurrent_meds
797633,antidepressants,concurrent_meds
1593112,antidepressants,concurrent_meds
1593113,antidepressants,concurrent_meds
1593114,antidepressants,concurrent_meds
1593115,antidepressants,concurrent_meds
1593111,antidepressants,concurrent_meds
40127807,antidepressants,concurrent_meds
705799,antidepressants,concurrent_meds
705796,antidepressants,concurrent_meds
705797,antidepressants,concurrent_meds
40162720,antidepressants,concurrent_meds
40162718,antidepressants,concurrent_meds
715294,antidepressants,concurrent_meds
715293,antidepressants,concurrent_meds
19070747,antidepressants,concurrent_meds
721795,antidepressants,concurrent_meds
40175375,antidepressants,concurrent_meds
40175376,antidepressants,concurrent_meds
40174741,antidepressants,concurrent_meds
40174740,antidepressants,concurrent_meds
19079114,antidepressants,concurrent_meds
19080281,antidepressants,concurrent_meds
19082920,antidepressants,concurrent_meds
19085486,antidepressants,concurrent_meds
35604759,antidepressants,concurrent_meds
35604757,antidepressants,concurrent_meds
40066978,antidepressants,concurrent_meds
19113117,antidepressants,concurrent_meds
40221858,antidepressants,concurrent_meds
40221877,antidepressants,concurrent_meds
40221878,antidepressants,concurrent_meds
40222095,antidepressants,concurrent_meds
40222097,antidepressants,concurrent_meds
40222096,antidepressants,concurrent_meds
40222098,antidepressants,concurrent_meds
19120749,antidepressants,concurrent_meds
19122226,antidepressants,concurrent_meds
778323,antidepressants,concurrent_meds
19129683,antidepressants,concurrent_meds
40237417,antidepressants,concurrent_meds
40237418,antidepressants,concurrent_meds
19004895,antidepressants,concurrent_meds
19015749,antidepressants,concurrent_meds
797620,antidepressants,concurrent_meds
19021627,antidepressants,concurrent_meds
1593106,antidepressants,concurrent_meds
1593107,antidepressants,concurrent_meds
1593108,antidepressants,concurrent_meds
1593109,antidepressants,concurrent_meds
1593110,antidepressants,concurrent_meds
19035313,antidepressants,concurrent_meds
40008924,antidepressants,concurrent_meds
19039819,antidepressants,concurrent_meds
19039817,antidepressants,concurrent_meds
19046308,antidepressants,concurrent_meds
703544,antidepressants,concurrent_meds
703545,antidepressants,concurrent_meds
40157836,antidepressants,concurrent_meds
40157837,antidepressants,concurrent_meds
705794,antidepressants,concurrent_meds
705798,antidepressants,concurrent_meds
19058160,antidepressants,concurrent_meds
40163064,antidepressants,concurrent_meds
40163066,antidepressants,concurrent_meds
40162677,antidepressants,concurrent_meds
40162678,antidepressants,concurrent_meds
40162673,antidepressants,concurrent_meds
40162675,antidepressants,concurrent_meds
40163461,antidepressants,concurrent_meds
40163462,antidepressants,concurrent_meds
40165284,antidepressants,concurrent_meds
40165283,antidepressants,concurrent_meds
40175380,antidepressants,concurrent_meds
40175379,antidepressants,concurrent_meds
725177,antidepressants,concurrent_meds
725208,antidepressants,concurrent_meds
42800984,antidepressants,concurrent_meds
42800983,antidepressants,concurrent_meds
19082942,antidepressants,concurrent_meds
733899,antidepressants,concurrent_meds
733898,antidepressants,concurrent_meds
35604587,antidepressants,concurrent_meds
35604582,antidepressants,concurrent_meds
35604760,antidepressants,concurrent_meds
35604758,antidepressants,concurrent_meds
40066977,antidepressants,concurrent_meds
40069878,antidepressants,concurrent_meds
19102734,antidepressants,concurrent_meds
40078080,antidepressants,concurrent_meds
40081942,antidepressants,concurrent_meds
40090312,antidepressants,concurrent_meds
40221860,antidepressants,concurrent_meds
40222061,antidepressants,concurrent_meds
40222070,antidepressants,concurrent_meds
40222066,antidepressants,concurrent_meds
40222093,antidepressants,concurrent_meds
40222094,antidepressants,concurrent_meds
19121118,antidepressants,concurrent_meds
40224917,antidepressants,concurrent_meds
778297,antidepressants,concurrent_meds
778325,antidepressants,concurrent_meds
778324,antidepressants,concurrent_meds
778360,antidepressants,concurrent_meds
19129666,antidepressants,concurrent_meds
779468,antidepressants,concurrent_meds
19131403,antidepressants,concurrent_meds
19131402,antidepressants,concurrent_meds
19001272,antidepressants,concurrent_meds
19132562,antidepressants,concurrent_meds
19132561,antidepressants,concurrent_meds
40237428,antidepressants,concurrent_meds
40237427,antidepressants,concurrent_meds
40118152,antidepressants,concurrent_meds
19029479,antidepressants,concurrent_meds
19029980,antidepressants,concurrent_meds
40135425,antidepressants,concurrent_meds
40009189,antidepressants,concurrent_meds
19039154,antidepressants,concurrent_meds
19039822,antidepressants,concurrent_meds
19039820,antidepressants,concurrent_meds
19041175,antidepressants,concurrent_meds
40143018,antidepressants,concurrent_meds
19041328,antidepressants,concurrent_meds
19045863,antidepressants,concurrent_meds
19045865,antidepressants,concurrent_meds
19048255,antidepressants,concurrent_meds
40026388,antidepressants,concurrent_meds
19060282,antidepressants,concurrent_meds
40162684,antidepressants,concurrent_meds
40162686,antidepressants,concurrent_meds
40162733,antidepressants,concurrent_meds
40162730,antidepressants,concurrent_meds
40162696,antidepressants,concurrent_meds
40162698,antidepressants,concurrent_meds
40032302,antidepressants,concurrent_meds
40163465,antidepressants,concurrent_meds
40163466,antidepressants,concurrent_meds
40163474,antidepressants,concurrent_meds
40163475,antidepressants,concurrent_meds
713111,antidepressants,concurrent_meds
713139,antidepressants,concurrent_meds
715295,antidepressants,concurrent_meds
722064,antidepressants,concurrent_meds
722152,antidepressants,concurrent_meds
722157,antidepressants,concurrent_meds
722160,antidepressants,concurrent_meds
40175381,antidepressants,concurrent_meds
40175382,antidepressants,concurrent_meds
40175377,antidepressants,concurrent_meds
40175378,antidepressants,concurrent_meds
40174727,antidepressants,concurrent_meds
40174726,antidepressants,concurrent_meds
19080230,antidepressants,concurrent_meds
19080229,antidepressants,concurrent_meds
19080228,antidepressants,concurrent_meds
19080251,antidepressants,concurrent_meds
19080255,antidepressants,concurrent_meds
19080256,antidepressants,concurrent_meds
19080283,antidepressants,concurrent_meds
19082943,antidepressants,concurrent_meds
19082941,antidepressants,concurrent_meds
19087713,antidepressants,concurrent_meds
35604570,antidepressants,concurrent_meds
35604584,antidepressants,concurrent_meds
35604583,antidepressants,concurrent_meds
35604706,antidepressants,concurrent_meds
35604705,antidepressants,concurrent_meds
35604704,antidepressants,concurrent_meds
740117,antidepressants,concurrent_meds
19090638,antidepressants,concurrent_meds
743761,antidepressants,concurrent_meds
743792,antidepressants,concurrent_meds
40069879,antidepressants,concurrent_meds
755853,antidepressants,concurrent_meds
40087985,antidepressants,concurrent_meds
19117913,antidepressants,concurrent_meds
19118855,antidepressants,concurrent_meds
19118741,antidepressants,concurrent_meds
19118843,antidepressants,concurrent_meds
40221866,antidepressants,concurrent_meds
40221875,antidepressants,concurrent_meds
40221881,antidepressants,concurrent_meds
40221882,antidepressants,concurrent_meds
40222062,antidepressants,concurrent_meds
40222058,antidepressants,concurrent_meds
40222077,antidepressants,concurrent_meds
40222076,antidepressants,concurrent_meds
40222085,antidepressants,concurrent_meds
40222087,antidepressants,concurrent_meds
40222103,antidepressants,concurrent_meds
40222105,antidepressants,concurrent_meds
40222104,antidepressants,concurrent_meds
40222106,antidepressants,concurrent_meds
40224877,antidepressants,concurrent_meds
40224881,antidepressants,concurrent_meds
19127394,antidepressants,concurrent_meds
778326,antidepressants,concurrent_meds
778353,antidepressants,concurrent_meds
778352,antidepressants,concurrent_meds
778359,antidepressants,concurrent_meds
19129681,antidepressants,concurrent_meds
19129680,antidepressants,concurrent_meds
779455,antidepressants,concurrent_meds
779457,antidepressants,concurrent_meds
19130822,antidepressants,concurrent_meds
19130522,antidepressants,concurrent_meds
19130605,antidepressants,concurrent_meds
19131293,antidepressants,concurrent_meds
19001273,antidepressants,concurrent_meds
19001275,antidepressants,concurrent_meds
19132563,antidepressants,concurrent_meds
19132560,antidepressants,concurrent_meds
19134040,antidepressants,concurrent_meds
19134045,antidepressants,concurrent_meds
19134913,antidepressants,concurrent_meds
40237433,antidepressants,concurrent_meds
40237435,antidepressants,concurrent_meds
19004818,antidepressants,concurrent_meds
40238421,antidepressants,concurrent_meds
40238420,antidepressants,concurrent_meds
19006262,antidepressants,concurrent_meds
19006263,antidepressants,concurrent_meds
19006264,antidepressants,concurrent_meds
19006265,antidepressants,concurrent_meds
19006222,antidepressants,concurrent_meds
19006223,antidepressants,concurrent_meds
19006221,antidepressants,concurrent_meds
19006224,antidepressants,concurrent_meds
19006230,antidepressants,concurrent_meds
40239279,antidepressants,concurrent_meds
40239276,antidepressants,concurrent_meds
40239277,antidepressants,concurrent_meds
40239274,antidepressants,concurrent_meds
40239275,antidepressants,concurrent_meds
40239280,antidepressants,concurrent_meds
19006190,antidepressants,concurrent_meds
19006188,antidepressants,concurrent_meds
19006189,antidepressants,concurrent_meds
40108479,antidepressants,concurrent_meds
19007851,antidepressants,concurrent_meds
19007854,antidepressants,concurrent_meds
19007855,antidepressants,concurrent_meds
19007852,antidepressants,concurrent_meds
19007853,antidepressants,concurrent_meds
19007738,antidepressants,concurrent_meds
19007739,antidepressants,concurrent_meds
19007737,antidepressants,concurrent_meds
19007740,antidepressants,concurrent_meds
19008263,antidepressants,concurrent_meds
19008261,antidepressants,concurrent_meds
19009325,antidepressants,concurrent_meds
40243919,antidepressants,concurrent_meds
19010658,antidepressants,concurrent_meds
19010656,antidepressants,concurrent_meds
19010657,antidepressants,concurrent_meds
19010672,antidepressants,concurrent_meds
19010654,antidepressants,concurrent_meds
19010655,antidepressants,concurrent_meds
19010652,antidepressants,concurrent_meds
19010653,antidepressants,concurrent_meds
40244254,antidepressants,concurrent_meds
19011579,antidepressants,concurrent_meds
19011580,antidepressants,concurrent_meds
792529,antidepressants,concurrent_meds
792530,antidepressants,concurrent_meds
19011602,antidepressants,concurrent_meds
19011603,antidepressants,concurrent_meds
19011604,antidepressants,concurrent_meds
19013432,antidepressants,concurrent_meds
19013433,antidepressants,concurrent_meds
37496764,antidepressants,concurrent_meds
37496765,antidepressants,concurrent_meds
37496766,antidepressants,concurrent_meds
37496767,antidepressants,concurrent_meds
37496760,antidepressants,concurrent_meds
37496761,antidepressants,concurrent_meds
37496762,antidepressants,concurrent_meds
37496763,antidepressants,concurrent_meds
37496756,antidepressants,concurrent_meds
37496757,antidepressants,concurrent_meds
37496754,antidepressants,concurrent_meds
37496768,antidepressants,concurrent_meds
37496769,antidepressants,concurrent_meds
19015747,antidepressants,concurrent_meds
37496953,antidepressants,concurrent_meds
37496954,antidepressants,concurrent_meds
797621,antidepressants,concurrent_meds
19016896,antidepressants,concurrent_meds
19017328,antidepressants,concurrent_meds
19017365,antidepressants,concurrent_meds
43531880,antidepressants,concurrent_meds
43531879,antidepressants,concurrent_meds
40124293,antidepressants,concurrent_meds
19021628,antidepressants,concurrent_meds
19021720,antidepressants,concurrent_meds
19022181,antidepressants,concurrent_meds
43532894,antidepressants,concurrent_meds
43532895,antidepressants,concurrent_meds
40125347,antidepressants,concurrent_meds
19022651,antidepressants,concurrent_meds
19022371,antidepressants,concurrent_meds
43532701,antidepressants,concurrent_meds
43532704,antidepressants,concurrent_meds
19022489,antidepressants,concurrent_meds
19022560,antidepressants,concurrent_meds
